Email,problem0,problem1,problem2,problem3,problem4,problem5,Score
easton.deea@nam.cz,--------,--------,--------,--------,--------,--------,--------
beverly.arden@gatech.edu,--------,--------,--------,--------,--------,--------,--------
franklin.randa@gatech.edu,--------,--------,--------,--------,--------,--------,--------
allen.yerick@gmail.com,--------,--------,--------,--------,--------,--------,--------
kenneth.sourik@gmail.com,--------,--------,--------,--------,--------,--------,--------
jill.raytheon@gmail.com,--------,--------,--------,--------,--------,--------,--------
eliot.caly@gmail.com,--------,--------,--------,--------,--------,--------,--------
henry.letriana@ucr.edu,--------,--------,--------,--------,--------,--------,--------
janet.athieng@gmail.com,--------,--------,--------,--------,--------,--------,--------
jacqueline.zaiana@gmail.com,--------,--------,--------,--------,--------,--------,--------
james.kandice@gmail.com,--------,--------,--------,--------,--------,--------,--------
shawna.kazi@gmail.com,--------,--------,--------,--------,--------,--------,--------
charles.mavric@gmail.com,--------,--------,--------,--------,--------,--------,--------
stuart.bareen@gatech.edu,--------,--------,--------,--------,--------,--------,--------
terrance.ivannah@gatech.edu,--------,--------,--------,--------,--------,--------,--------
korey.nikcole@gmail.com,--------,--------,--------,--------,--------,--------,--------
colton.wyndee@gmail.com,--------,--------,--------,--------,--------,--------,--------
kalah.kalana@gatech.edu,--------,--------,--------,--------,--------,--------,--------
brandon.ascia@gmail.com,--------,--------,--------,--------,--------,--------,--------
jimmy.marrio@gatech.edu,--------,--------,--------,--------,--------,--------,--------
sheree.dajona@gmail.com,--------,--------,--------,--------,--------,--------,--------
joshua.garan@gmail.com,--------,--------,--------,--------,--------,--------,--------
faye.karynna@gmail.com,--------,--------,--------,--------,--------,--------,--------
jeff.anhad@gmail.com,--------,--------,--------,--------,--------,--------,--------
vincent.donette@gmail.com,--------,--------,--------,--------,--------,--------,--------
delilah.lecedric@gatech.edu,--------,--------,--------,--------,--------,--------,--------
barbara.treydan@yahoo.com,--------,--------,--------,--------,--------,--------,--------
toniette.ahjah@gatech.edu,--------,--------,--------,--------,--------,--------,--------
robert.shahed@gmail.com,--------,--------,--------,--------,--------,--------,--------
arleen.cybil@gmail.com,--------,--------,--------,--------,--------,--------,--------
zachary.hirving@gmail.com,--------,--------,--------,--------,--------,--------,--------
andrea.leemichael@gatech.edu,--------,--------,--------,--------,--------,--------,--------
luke.tyrekus@gatech.edu,--------,--------,--------,--------,--------,--------,--------
gary.salamasina@gmail.com,--------,--------,--------,--------,--------,--------,--------
kathy.aba@gatech.edu,--------,--------,--------,--------,--------,--------,--------
polly.denica@gmail.com,--------,--------,--------,--------,--------,--------,--------
gloria.noviah@gatech.edu,--------,--------,--------,--------,--------,--------,--------
ryan.thurman@gmail.com,--------,--------,--------,--------,--------,--------,--------
linda.gionnis@gatech.edu,--------,--------,--------,--------,--------,--------,--------
beverly.priestly@gatech.edu,--------,--------,--------,--------,--------,--------,--------
kiana.leith@gatech.edu,--------,--------,--------,--------,--------,--------,--------
marilyn.altovese@gmail.com,--------,--------,--------,--------,--------,--------,--------
jacob.darneil@yahoo.com,--------,--------,--------,--------,--------,--------,--------
theodore.parrie@gmail.com,--------,--------,--------,--------,--------,--------,--------
shannon.harril@hotmail.com,--------,--------,--------,--------,--------,--------,--------
james.cohl@gmail.com,--------,--------,--------,--------,--------,--------,--------
kristin.daouda@gmail.com,--------,--------,--------,--------,--------,--------,--------
jesse.isola@outlook.com,--------,--------,--------,--------,--------,--------,--------
donald.kandon@gatech.edu,--------,--------,--------,--------,--------,--------,--------
dorothy.itha@gmail.com,--------,--------,--------,--------,--------,--------,--------
raegan.shallyn@gatech.edu,--------,--------,--------,--------,--------,--------,--------
cuthbert.jacilynn@gatech.edu,--------,--------,--------,--------,--------,--------,--------
travis.feliz@gatech.edu,--------,--------,--------,--------,--------,--------,--------
joyce.azelyn@gmail.com,--------,--------,--------,--------,--------,--------,--------
susan.shaunmichael@gmail.com,--------,--------,--------,--------,--------,--------,--------
brandon.porcsha@up.edu.ph,--------,--------,--------,--------,--------,--------,--------
elvis.moo@gatech.edu,--------,--------,--------,--------,--------,--------,--------
christina.valeria@gmail.com,--------,--------,--------,--------,--------,--------,--------
matthew.wilhelmena@gmail.com,--------,--------,--------,--------,--------,--------,--------
berenice.wicahpi@gmail.com,--------,--------,--------,--------,--------,--------,--------
xina.kaelee@gmail.com,--------,--------,--------,--------,--------,--------,--------
dajah.kaire@gmail.com,--------,--------,--------,--------,--------,--------,--------
erick.udonis@gatech.edu,--------,--------,--------,--------,--------,--------,--------
macie.gianno@stud.uni-due.de,--------,--------,--------,--------,--------,--------,--------
gilbert.mikell@gatech.edu,--------,--------,--------,--------,--------,--------,--------
kevin.astoria@fc.ul.pt,--------,--------,--------,--------,--------,--------,--------
cheryl.kristopher@gmail.com,--------,--------,--------,--------,--------,--------,--------
anthony.stepan@gmail.com,--------,--------,--------,--------,--------,--------,--------
reginald.markeis@gmail.com,--------,--------,--------,--------,--------,--------,--------
makena.beltran@gmail.com,--------,--------,--------,--------,--------,--------,--------
emily.abdiqani@gmail.com,--------,--------,--------,--------,--------,--------,--------
jessica.cedrea@gatech.edu,--------,--------,--------,--------,--------,--------,--------
paul.kaityn@yahoo.co.in,--------,--------,--------,--------,--------,--------,--------
deitra.lydell@gmail.com,--------,--------,--------,--------,--------,--------,--------
sofia.dineshia@gmail.com,--------,--------,--------,--------,--------,--------,--------
dorothy.sybille@gmail.com,--------,--------,--------,--------,--------,--------,--------
dalton.eriyonna@gmail.com,--------,--------,--------,--------,--------,--------,--------
georgia.yamila@gmail.com,--------,--------,--------,--------,--------,--------,--------
clio.danitra@gmail.com,--------,--------,--------,--------,--------,--------,--------
payton.nykiria@foxmail.com,--------,--------,--------,--------,--------,--------,--------
jordana.kamp@gatech.edu,--------,--------,--------,--------,--------,--------,--------
john.azyon@gmail.com,--------,--------,--------,--------,--------,--------,--------
daniel.surie@nyu.edu,--------,--------,--------,--------,--------,--------,--------
carla.mykeria@gmail.com,--------,--------,--------,--------,--------,--------,--------
michael.emmerich@gatech.edu,--------,--------,--------,--------,--------,--------,--------
bradley.eiren@hawk.iit.edu,--------,--------,--------,--------,--------,--------,--------
marie.zuzanna@gmail.com,--------,--------,--------,--------,--------,--------,--------
jesse.sakoya@gmail.com,--------,--------,--------,--------,--------,--------,--------
albert.mandi@gatech.edu,--------,--------,--------,--------,--------,--------,--------
john.captain@gmail.com,--------,--------,--------,--------,--------,--------,--------
lawrence.sherome@gmail.com,--------,--------,--------,--------,--------,--------,--------
peyton.maximilliano@gmail.com,--------,--------,--------,--------,--------,--------,--------
joseph.lashowna@gatech.edu,--------,--------,--------,--------,--------,--------,--------
regina.izzan@gmail.com,--------,--------,--------,--------,--------,--------,--------
lauren.jahdani@gmail.com,--------,--------,--------,--------,--------,--------,--------
anna.alisiana@gmail.com,--------,--------,--------,--------,--------,--------,--------
mary.iria@gmail.com,--------,--------,--------,--------,--------,--------,--------
donald.shakeena@gmail.com,--------,--------,--------,--------,--------,--------,--------
gail.zemirah@hotmail.com,--------,--------,--------,--------,--------,--------,--------
tanya.romya@gmail.com,--------,--------,--------,--------,--------,--------,--------
henry.maelin@gmail.com,--------,--------,--------,--------,--------,--------,--------
elizabeth.vernard@gatech.edu,--------,--------,--------,--------,--------,--------,--------
jerry.lasiya@hotmail.com,--------,--------,--------,--------,--------,--------,--------
janet.cosmo@gmail.com,--------,--------,--------,--------,--------,--------,--------
aubri.akaiden@yahoo.com,--------,--------,--------,--------,--------,--------,--------
patrick.shantrelle@gmail.com,--------,--------,--------,--------,--------,--------,--------
adriene.kimar@gatech.edu,--------,--------,--------,--------,--------,--------,--------
roy.kieisha@gatech.edu,--------,--------,--------,--------,--------,--------,--------
bryan.begum@gmail.com,--------,--------,--------,--------,--------,--------,--------
john.vienna@gmail.com,--------,--------,--------,--------,--------,--------,--------
ruben.charmane@hotmail.com,--------,--------,--------,--------,--------,--------,--------
mylinda.kamarea@gmail.com,--------,--------,--------,--------,--------,--------,--------
kenneth.zunilda@gmail.com,--------,--------,--------,--------,--------,--------,--------
jackson.shadora@gmail.com,--------,--------,--------,--------,--------,--------,--------
don.yegor@gatech.edu,--------,--------,--------,--------,--------,--------,--------
horace.sochil@nyu.edu,--------,--------,--------,--------,--------,--------,--------
tina.jehoshaphat@outlook.com,--------,--------,--------,--------,--------,--------,--------
william.elynn@gmail.com,--------,--------,--------,--------,--------,--------,--------
harley.hutchinson@gmail.com,--------,--------,--------,--------,--------,--------,--------
